Num1,Sign,Num2,Equals,SIGN_ADD,SIGN_SUB,SIGN_MULT,SIGN_DIV
26,/,72,0.361111111,0,0,0,1
17,+,90,107,1,0,0,0
20,-,29,-9,0,1,0,0
99,*,53,5247,0,0,1,0
17,/,60,0.283333333,0,0,0,1
28,+,47,75,1,0,0,0
77,-,44,33,0,1,0,0
13,*,31,403,0,0,1,0
70,/,21,3.333333333,0,0,0,1
10,+,36,46,1,0,0,0
97,-,14,83,0,1,0,0
69,*,17,1173,0,0,1,0
10,/,50,0.2,0,0,0,1
55,+,91,146,1,0,0,0
65,-,54,11,0,1,0,0
4,*,18,72,0,0,1,0
97,/,66,1.46969697,0,0,0,1
18,+,53,71,1,0,0,0
96,-,34,62,0,1,0,0
85,*,73,6205,0,0,1,0
37,/,1,37,0,0,0,1
86,+,57,143,1,0,0,0
3,-,98,-95,0,1,0,0
70,*,85,5950,0,0,1,0
18,/,43,0.418604651,0,0,0,1
57,+,24,81,1,0,0,0
76,-,84,-8,0,1,0,0
73,*,46,3358,0,0,1,0
13,/,62,0.209677419,0,0,0,1
70,+,74,144,1,0,0,0
89,-,70,19,0,1,0,0
66,*,85,5610,0,0,1,0
10,/,18,0.555555556,0,0,0,1
12,+,12,24,1,0,0,0
83,-,20,63,0,1,0,0
21,*,34,714,0,0,1,0
80,/,90,0.888888889,0,0,0,1
55,+,15,70,1,0,0,0
38,-,47,-9,0,1,0,0
84,*,6,504,0,0,1,0
71,/,75,0.946666667,0,0,0,1
61,+,51,112,1,0,0,0
14,-,35,-21,0,1,0,0
6,*,93,558,0,0,1,0
86,/,31,2.774193548,0,0,0,1
61,+,6,67,1,0,0,0
40,-,41,-1,0,1,0,0
24,*,81,1944,0,0,1,0
41,/,20,2.05,0,0,0,1
36,+,15,51,1,0,0,0
82,-,33,49,0,1,0,0
71,*,47,3337,0,0,1,0
70,/,21,3.333333333,0,0,0,1
21,+,82,103,1,0,0,0
50,-,16,34,0,1,0,0
9,*,78,702,0,0,1,0
43,/,7,6.142857143,0,0,0,1
77,+,69,146,1,0,0,0
39,-,2,37,0,1,0,0
67,*,80,5360,0,0,1,0
86,/,10,8.6,0,0,0,1
40,+,47,87,1,0,0,0
8,-,65,-57,0,1,0,0
12,*,11,132,0,0,1,0
34,/,34,1,0,0,0,1
77,+,22,99,1,0,0,0
100,-,97,3,0,1,0,0
88,*,85,7480,0,0,1,0
20,/,37,0.540540541,0,0,0,1
96,+,10,106,1,0,0,0
23,-,19,4,0,1,0,0
100,*,25,2500,0,0,1,0
44,/,48,0.916666667,0,0,0,1
55,+,89,144,1,0,0,0
91,-,45,46,0,1,0,0
36,*,23,828,0,0,1,0
60,/,26,2.307692308,0,0,0,1
43,+,92,135,1,0,0,0
40,-,88,-48,0,1,0,0
32,*,85,2720,0,0,1,0
9,/,17,0.529411765,0,0,0,1
45,+,62,107,1,0,0,0
51,-,90,-39,0,1,0,0
7,*,27,189,0,0,1,0
31,/,61,0.508196721,0,0,0,1
39,+,77,116,1,0,0,0
98,-,69,29,0,1,0,0
84,*,92,7728,0,0,1,0
83,/,87,0.954022989,0,0,0,1
47,+,64,111,1,0,0,0
42,-,58,-16,0,1,0,0
84,*,73,6132,0,0,1,0
19,/,18,1.055555556,0,0,0,1
29,+,63,92,1,0,0,0
55,-,77,-22,0,1,0,0
78,*,22,1716,0,0,1,0
98,/,48,2.041666667,0,0,0,1
11,+,89,100,1,0,0,0
88,-,5,83,0,1,0,0
23,*,100,2300,0,0,1,0
43,/,67,0.641791045,0,0,0,1
75,+,99,174,1,0,0,0
32,-,58,-26,0,1,0,0
54,*,67,3618,0,0,1,0
82,/,74,1.108108108,0,0,0,1
8,+,88,96,1,0,0,0
95,-,48,47,0,1,0,0
29,*,75,2175,0,0,1,0
19,/,74,0.256756757,0,0,0,1
25,+,50,75,1,0,0,0
17,-,14,3,0,1,0,0
63,*,27,1701,0,0,1,0
21,/,92,0.22826087,0,0,0,1
19,+,46,65,1,0,0,0
22,-,11,11,0,1,0,0
82,*,49,4018,0,0,1,0
43,/,10,4.3,0,0,0,1
87,+,92,179,1,0,0,0
84,-,35,49,0,1,0,0
99,*,39,3861,0,0,1,0
47,/,9,5.222222222,0,0,0,1
78,+,83,161,1,0,0,0
84,-,31,53,0,1,0,0
49,*,58,2842,0,0,1,0
36,/,100,0.36,0,0,0,1
62,+,33,95,1,0,0,0
24,-,4,20,0,1,0,0
50,*,56,2800,0,0,1,0
51,/,77,0.662337662,0,0,0,1
43,+,88,131,1,0,0,0
66,-,54,12,0,1,0,0
45,*,57,2565,0,0,1,0
62,/,52,1.192307692,0,0,0,1
49,+,95,144,1,0,0,0
88,-,26,62,0,1,0,0
8,*,32,256,0,0,1,0
66,/,38,1.736842105,0,0,0,1
59,+,92,151,1,0,0,0
94,-,3,91,0,1,0,0
13,*,59,767,0,0,1,0
4,/,96,0.041666667,0,0,0,1
13,+,7,20,1,0,0,0
97,-,20,77,0,1,0,0
39,*,43,1677,0,0,1,0
10,/,46,0.217391304,0,0,0,1
97,+,12,109,1,0,0,0
87,-,27,60,0,1,0,0
78,*,2,156,0,0,1,0
49,/,9,5.444444444,0,0,0,1
52,+,65,117,1,0,0,0
70,-,1,69,0,1,0,0
17,*,15,255,0,0,1,0
25,/,60,0.416666667,0,0,0,1
38,+,10,48,1,0,0,0
70,-,71,-1,0,1,0,0
53,*,12,636,0,0,1,0
25,/,13,1.923076923,0,0,0,1
76,+,75,151,1,0,0,0
59,-,75,-16,0,1,0,0
45,*,70,3150,0,0,1,0
63,/,6,10.5,0,0,0,1
95,+,15,110,1,0,0,0
46,-,50,-4,0,1,0,0
86,*,8,688,0,0,1,0
76,/,18,4.222222222,0,0,0,1
32,+,52,84,1,0,0,0
98,-,5,93,0,1,0,0
69,*,74,5106,0,0,1,0
41,/,35,1.171428571,0,0,0,1
61,+,97,158,1,0,0,0
78,-,4,74,0,1,0,0
32,*,58,1856,0,0,1,0
14,/,14,1,0,0,0,1
69,+,92,161,1,0,0,0
23,-,87,-64,0,1,0,0
91,*,55,5005,0,0,1,0
4,/,71,0.056338028,0,0,0,1
96,+,97,193,1,0,0,0
89,-,63,26,0,1,0,0
63,*,22,1386,0,0,1,0
16,/,99,0.161616162,0,0,0,1
20,+,20,40,1,0,0,0
14,-,56,-42,0,1,0,0
23,*,14,322,0,0,1,0
36,/,62,0.580645161,0,0,0,1
46,+,45,91,1,0,0,0
16,-,91,-75,0,1,0,0
80,*,35,2800,0,0,1,0
92,/,81,1.135802469,0,0,0,1
63,+,48,111,1,0,0,0
40,-,97,-57,0,1,0,0
63,*,88,5544,0,0,1,0
64,/,84,0.761904762,0,0,0,1
33,+,72,105,1,0,0,0
55,-,79,-24,0,1,0,0
96,*,20,1920,0,0,1,0
88,/,70,1.257142857,0,0,0,1
61,+,7,68,1,0,0,0
15,-,64,-49,0,1,0,0
2,*,24,48,0,0,1,0
48,/,75,0.64,0,0,0,1
76,+,38,114,1,0,0,0
55,-,27,28,0,1,0,0
6,*,7,42,0,0,1,0
98,/,28,3.5,0,0,0,1
72,+,46,118,1,0,0,0
86,-,66,20,0,1,0,0
95,*,20,1900,0,0,1,0
54,/,82,0.658536585,0,0,0,1
54,+,82,136,1,0,0,0
11,-,43,-32,0,1,0,0
83,*,68,5644,0,0,1,0
38,/,12,3.166666667,0,0,0,1
82,+,81,163,1,0,0,0
1,-,60,-59,0,1,0,0
73,*,44,3212,0,0,1,0
20,/,4,5,0,0,0,1
68,+,20,88,1,0,0,0
95,-,53,42,0,1,0,0
79,*,14,1106,0,0,1,0
12,/,72,0.166666667,0,0,0,1
55,+,9,64,1,0,0,0
19,-,83,-64,0,1,0,0
30,*,9,270,0,0,1,0
22,/,20,1.1,0,0,0,1
70,+,49,119,1,0,0,0
40,-,53,-13,0,1,0,0
9,*,52,468,0,0,1,0
70,/,91,0.769230769,0,0,0,1
85,+,10,95,1,0,0,0
76,-,50,26,0,1,0,0
39,*,69,2691,0,0,1,0
56,/,84,0.666666667,0,0,0,1
31,+,96,127,1,0,0,0
96,-,56,40,0,1,0,0
14,*,56,784,0,0,1,0
15,/,74,0.202702703,0,0,0,1
32,+,42,74,1,0,0,0
32,-,87,-55,0,1,0,0
14,*,38,532,0,0,1,0
3,/,58,0.051724138,0,0,0,1
60,+,59,119,1,0,0,0
28,-,87,-59,0,1,0,0
94,*,14,1316,0,0,1,0
5,/,16,0.3125,0,0,0,1
69,+,37,106,1,0,0,0
99,-,59,40,0,1,0,0
13,*,43,559,0,0,1,0
21,/,37,0.567567568,0,0,0,1
35,+,92,127,1,0,0,0
50,-,89,-39,0,1,0,0
29,*,18,522,0,0,1,0
71,/,19,3.736842105,0,0,0,1
7,+,8,15,1,0,0,0
85,-,37,48,0,1,0,0
22,*,26,572,0,0,1,0
56,/,28,2,0,0,0,1
73,+,41,114,1,0,0,0
91,-,3,88,0,1,0,0
10,*,29,290,0,0,1,0
1,/,48,0.020833333,0,0,0,1
36,+,11,47,1,0,0,0
91,-,29,62,0,1,0,0
36,*,13,468,0,0,1,0
84,/,46,1.826086957,0,0,0,1
6,+,1,7,1,0,0,0
10,-,4,6,0,1,0,0
84,*,6,504,0,0,1,0
55,/,30,1.833333333,0,0,0,1
87,+,41,128,1,0,0,0
95,-,11,84,0,1,0,0
84,*,51,4284,0,0,1,0
27,/,54,0.5,0,0,0,1
31,+,48,79,1,0,0,0
89,-,64,25,0,1,0,0
57,*,3,171,0,0,1,0
54,/,73,0.739726027,0,0,0,1
47,+,47,94,1,0,0,0
33,-,51,-18,0,1,0,0
19,*,76,1444,0,0,1,0
49,/,43,1.139534884,0,0,0,1
58,+,43,101,1,0,0,0
32,-,77,-45,0,1,0,0
58,*,50,2900,0,0,1,0
90,/,62,1.451612903,0,0,0,1
12,+,83,95,1,0,0,0
98,-,45,53,0,1,0,0
81,*,11,891,0,0,1,0
97,/,20,4.85,0,0,0,1
91,+,46,137,1,0,0,0
58,-,18,40,0,1,0,0
16,*,5,80,0,0,1,0
82,+,13,95,1,0,0,0
52,-,17,35,0,1,0,0
90,*,91,8190,0,0,1,0
16,/,58,0.275862069,0,0,0,1
4,+,44,48,1,0,0,0
75,-,52,23,0,1,0,0
70,*,70,4900,0,0,1,0
85,/,84,1.011904762,0,0,0,1
26,+,46,72,1,0,0,0
27,-,52,-25,0,1,0,0
16,*,24,384,0,0,1,0
52,/,87,0.597701149,0,0,0,1
10,+,99,109,1,0,0,0
91,-,83,8,0,1,0,0
88,*,29,2552,0,0,1,0
71,/,12,5.916666667,0,0,0,1
76,+,36,112,1,0,0,0
62,-,94,-32,0,1,0,0
13,*,10,130,0,0,1,0
16,/,78,0.205128205,0,0,0,1
82,+,34,116,1,0,0,0
1,-,3,-2,0,1,0,0
67,*,52,3484,0,0,1,0
39,/,8,4.875,0,0,0,1
83,+,63,146,1,0,0,0
28,-,66,-38,0,1,0,0
1,*,16,16,0,0,1,0
86,/,80,1.075,0,0,0,1
3,+,50,53,1,0,0,0
19,-,30,-11,0,1,0,0
23,*,65,1495,0,0,1,0
17,/,87,0.195402299,0,0,0,1
65,+,60,125,1,0,0,0
48,-,78,-30,0,1,0,0
73,*,13,949,0,0,1,0
29,/,59,0.491525424,0,0,0,1
31,+,75,106,1,0,0,0
69,-,27,42,0,1,0,0
41,*,8,328,0,0,1,0
59,/,92,0.641304348,0,0,0,1
78,+,73,151,1,0,0,0
91,-,72,19,0,1,0,0
32,*,47,1504,0,0,1,0
5,/,30,0.166666667,0,0,0,1
85,+,34,119,1,0,0,0
7,-,14,-7,0,1,0,0
20,*,45,900,0,0,1,0
21,/,60,0.35,0,0,0,1
86,+,32,118,1,0,0,0
95,-,94,1,0,1,0,0
29,*,98,2842,0,0,1,0
19,/,53,0.358490566,0,0,0,1
61,+,98,159,1,0,0,0
41,-,74,-33,0,1,0,0
80,*,52,4160,0,0,1,0
81,/,36,2.25,0,0,0,1
37,+,11,48,1,0,0,0
19,-,68,-49,0,1,0,0
75,*,73,5475,0,0,1,0
83,/,28,2.964285714,0,0,0,1
47,+,59,106,1,0,0,0
3,-,32,-29,0,1,0,0
51,*,99,5049,0,0,1,0
84,/,42,2,0,0,0,1
14,+,5,19,1,0,0,0
32,-,55,-23,0,1,0,0
63,*,9,567,0,0,1,0
35,/,63,0.555555556,0,0,0,1
97,+,61,158,1,0,0,0
43,-,88,-45,0,1,0,0
59,*,52,3068,0,0,1,0
18,/,79,0.227848101,0,0,0,1
30,+,21,51,1,0,0,0
45,-,52,-7,0,1,0,0
99,*,18,1782,0,0,1,0
2,/,94,0.021276596,0,0,0,1
49,+,75,124,1,0,0,0
2,-,27,-25,0,1,0,0
14,*,1,14,0,0,1,0
53,/,39,1.358974359,0,0,0,1
21,+,99,120,1,0,0,0
29,-,17,12,0,1,0,0
4,*,7,28,0,0,1,0
50,/,93,0.537634409,0,0,0,1
20,+,59,79,1,0,0,0
89,-,82,7,0,1,0,0
91,*,34,3094,0,0,1,0
40,/,84,0.476190476,0,0,0,1
52,+,92,144,1,0,0,0
1,-,44,-43,0,1,0,0
72,*,48,3456,0,0,1,0
89,/,11,8.090909091,0,0,0,1
27,+,11,38,1,0,0,0
61,-,25,36,0,1,0,0
24,*,30,720,0,0,1,0
80,/,75,1.066666667,0,0,0,1
64,+,45,109,1,0,0,0
80,-,48,32,0,1,0,0
46,*,13,598,0,0,1,0
41,/,15,2.733333333,0,0,0,1
22,+,22,44,1,0,0,0
63,-,16,47,0,1,0,0
45,*,23,1035,0,0,1,0
68,/,59,1.152542373,0,0,0,1
0,+,68,68,1,0,0,0
14,-,32,-18,0,1,0,0
18,*,6,108,0,0,1,0
21,/,27,0.777777778,0,0,0,1
40,+,96,136,1,0,0,0
6,-,36,-30,0,1,0,0
67,*,56,3752,0,0,1,0
60,/,60,1,0,0,0,1
17,+,79,96,1,0,0,0
30,-,62,-32,0,1,0,0
35,*,22,770,0,0,1,0
66,/,73,0.904109589,0,0,0,1
45,+,7,52,1,0,0,0
27,-,9,18,0,1,0,0
2,*,78,156,0,0,1,0
38,/,46,0.826086957,0,0,0,1
81,+,85,166,1,0,0,0
51,-,52,-1,0,1,0,0
80,*,88,7040,0,0,1,0
84,/,47,1.787234043,0,0,0,1
81,+,52,133,1,0,0,0
36,-,41,-5,0,1,0,0
73,*,28,2044,0,0,1,0
19,/,3,6.333333333,0,0,0,1
71,+,81,152,1,0,0,0
75,-,28,47,0,1,0,0
38,*,22,836,0,0,1,0
91,/,55,1.654545455,0,0,0,1
16,+,97,113,1,0,0,0
95,-,13,82,0,1,0,0
74,*,33,2442,0,0,1,0
18,/,24,0.75,0,0,0,1
1,+,35,36,1,0,0,0
69,-,98,-29,0,1,0,0
18,*,83,1494,0,0,1,0
88,/,45,1.955555556,0,0,0,1
1,+,53,54,1,0,0,0
95,-,84,11,0,1,0,0
43,*,44,1892,0,0,1,0
4,/,30,0.133333333,0,0,0,1
54,+,25,79,1,0,0,0
7,-,62,-55,0,1,0,0
93,*,50,4650,0,0,1,0
13,/,39,0.333333333,0,0,0,1
40,+,3,43,1,0,0,0
98,-,94,4,0,1,0,0
8,*,59,472,0,0,1,0
26,/,51,0.509803922,0,0,0,1
95,+,59,154,1,0,0,0
61,-,55,6,0,1,0,0
73,*,10,730,0,0,1,0
67,/,23,2.913043478,0,0,0,1
79,+,42,121,1,0,0,0
36,-,33,3,0,1,0,0
44,*,40,1760,0,0,1,0
2,/,39,0.051282051,0,0,0,1
81,+,56,137,1,0,0,0
14,-,67,-53,0,1,0,0
94,*,61,5734,0,0,1,0
77,/,2,38.5,0,0,0,1
43,+,22,65,1,0,0,0
19,-,9,10,0,1,0,0
96,*,80,7680,0,0,1,0
3,/,70,0.042857143,0,0,0,1
37,+,55,92,1,0,0,0
46,-,80,-34,0,1,0,0
13,*,39,507,0,0,1,0
67,/,44,1.522727273,0,0,0,1
92,+,25,117,1,0,0,0
4,-,60,-56,0,1,0,0
32,*,76,2432,0,0,1,0
80,/,28,2.857142857,0,0,0,1
68,+,76,144,1,0,0,0
55,-,82,-27,0,1,0,0
81,*,57,4617,0,0,1,0
93,/,38,2.447368421,0,0,0,1
22,+,94,116,1,0,0,0
30,-,16,14,0,1,0,0
10,*,79,790,0,0,1,0
40,/,24,1.666666667,0,0,0,1
83,+,31,114,1,0,0,0
81,-,76,5,0,1,0,0
97,*,83,8051,0,0,1,0
63,/,1,63,0,0,0,1
34,+,20,54,1,0,0,0
92,-,95,-3,0,1,0,0
26,*,52,1352,0,0,1,0
8,/,92,0.086956522,0,0,0,1
45,+,37,82,1,0,0,0
88,-,3,85,0,1,0,0
57,*,11,627,0,0,1,0
47,/,90,0.522222222,0,0,0,1
38,+,42,80,1,0,0,0
70,-,41,29,0,1,0,0
16,*,72,1152,0,0,1,0
17,/,75,0.226666667,0,0,0,1
95,+,42,137,1,0,0,0
51,-,31,20,0,1,0,0
52,*,86,4472,0,0,1,0
54,/,70,0.771428571,0,0,0,1
80,+,12,92,1,0,0,0
83,-,37,46,0,1,0,0
88,*,12,1056,0,0,1,0
48,/,78,0.615384615,0,0,0,1
65,+,54,119,1,0,0,0
25,-,44,-19,0,1,0,0
1,*,88,88,0,0,1,0
11,/,73,0.150684932,0,0,0,1
79,+,62,141,1,0,0,0
5,-,90,-85,0,1,0,0
83,*,60,4980,0,0,1,0
24,/,28,0.857142857,0,0,0,1
74,+,4,78,1,0,0,0
22,-,36,-14,0,1,0,0
63,*,86,5418,0,0,1,0
4,/,31,0.129032258,0,0,0,1
39,+,10,49,1,0,0,0
38,-,30,8,0,1,0,0
87,*,8,696,0,0,1,0
71,/,37,1.918918919,0,0,0,1
21,+,98,119,1,0,0,0
78,-,86,-8,0,1,0,0
57,*,31,1767,0,0,1,0
73,/,20,3.65,0,0,0,1
37,+,79,116,1,0,0,0
66,-,25,41,0,1,0,0
17,*,58,986,0,0,1,0
85,/,10,8.5,0,0,0,1
6,+,78,84,1,0,0,0
59,-,22,37,0,1,0,0
50,*,51,2550,0,0,1,0
58,/,96,0.604166667,0,0,0,1
29,+,41,70,1,0,0,0
100,-,71,29,0,1,0,0
69,*,6,414,0,0,1,0
22,/,19,1.157894737,0,0,0,1
95,+,36,131,1,0,0,0
74,-,3,71,0,1,0,0
74,*,67,4958,0,0,1,0
95,/,69,1.376811594,0,0,0,1
6,+,74,80,1,0,0,0
26,-,56,-30,0,1,0,0
84,*,50,4200,0,0,1,0
11,/,47,0.234042553,0,0,0,1
53,+,60,113,1,0,0,0
97,-,81,16,0,1,0,0
83,*,89,7387,0,0,1,0
97,/,89,1.08988764,0,0,0,1
94,+,44,138,1,0,0,0
35,-,23,12,0,1,0,0
40,*,66,2640,0,0,1,0
89,/,28,3.178571429,0,0,0,1
40,+,29,69,1,0,0,0
19,-,77,-58,0,1,0,0
4,*,42,168,0,0,1,0
26,/,3,8.666666667,0,0,0,1
37,+,68,105,1,0,0,0
49,-,66,-17,0,1,0,0
89,*,99,8811,0,0,1,0
46,/,67,0.686567164,0,0,0,1
96,+,71,167,1,0,0,0
23,-,68,-45,0,1,0,0
35,*,90,3150,0,0,1,0
24,/,91,0.263736264,0,0,0,1
99,+,55,154,1,0,0,0
38,-,22,16,0,1,0,0
21,*,70,1470,0,0,1,0
88,/,77,1.142857143,0,0,0,1
67,+,45,112,1,0,0,0
68,-,58,10,0,1,0,0
32,*,94,3008,0,0,1,0
3,/,35,0.085714286,0,0,0,1
79,+,37,116,1,0,0,0
61,-,8,53,0,1,0,0
46,*,14,644,0,0,1,0
24,/,14,1.714285714,0,0,0,1
2,+,73,75,1,0,0,0
86,-,66,20,0,1,0,0
0,*,53,0,0,0,1,0
49,/,99,0.494949495,0,0,0,1
46,+,84,130,1,0,0,0
87,-,90,-3,0,1,0,0
48,*,18,864,0,0,1,0
55,/,16,3.4375,0,0,0,1
75,+,34,109,1,0,0,0
76,-,85,-9,0,1,0,0
16,*,40,640,0,0,1,0
49,/,36,1.361111111,0,0,0,1
69,+,43,112,1,0,0,0
46,-,36,10,0,1,0,0
71,*,92,6532,0,0,1,0
86,/,93,0.924731183,0,0,0,1
64,+,17,81,1,0,0,0
65,-,23,42,0,1,0,0
65,*,4,260,0,0,1,0
2,/,40,0.05,0,0,0,1
12,+,2,14,1,0,0,0
91,-,43,48,0,1,0,0
47,*,43,2021,0,0,1,0
66,/,45,1.466666667,0,0,0,1
45,+,22,67,1,0,0,0
72,-,54,18,0,1,0,0
85,*,47,3995,0,0,1,0
80,/,32,2.5,0,0,0,1
2,+,10,12,1,0,0,0
93,-,22,71,0,1,0,0
39,*,85,3315,0,0,1,0
67,/,10,6.7,0,0,0,1
76,+,73,149,1,0,0,0
71,-,96,-25,0,1,0,0
6,*,29,174,0,0,1,0
2,/,38,0.052631579,0,0,0,1
90,+,6,96,1,0,0,0
66,-,43,23,0,1,0,0
70,*,90,6300,0,0,1,0
83,/,49,1.693877551,0,0,0,1
64,+,94,158,1,0,0,0
43,-,9,34,0,1,0,0
48,*,91,4368,0,0,1,0
18,/,16,1.125,0,0,0,1
75,+,19,94,1,0,0,0
4,-,33,-29,0,1,0,0
52,*,59,3068,0,0,1,0
57,/,85,0.670588235,0,0,0,1
72,+,77,149,1,0,0,0
33,-,41,-8,0,1,0,0
43,*,41,1763,0,0,1,0
23,/,84,0.273809524,0,0,0,1
87,+,13,100,1,0,0,0
16,-,77,-61,0,1,0,0
97,*,100,9700,0,0,1,0
19,/,29,0.655172414,0,0,0,1
30,+,94,124,1,0,0,0
84,-,45,39,0,1,0,0
82,*,32,2624,0,0,1,0
78,/,54,1.444444444,0,0,0,1
51,+,48,99,1,0,0,0
26,-,12,14,0,1,0,0
10,*,55,550,0,0,1,0
50,/,11,4.545454545,0,0,0,1
3,+,41,44,1,0,0,0
27,-,48,-21,0,1,0,0
77,*,40,3080,0,0,1,0
70,/,21,3.333333333,0,0,0,1
77,+,10,87,1,0,0,0
17,-,14,3,0,1,0,0
42,*,79,3318,0,0,1,0
18,/,73,0.246575342,0,0,0,1
30,+,38,68,1,0,0,0
20,-,72,-52,0,1,0,0
85,*,41,3485,0,0,1,0
10,/,47,0.212765957,0,0,0,1
73,+,84,157,1,0,0,0
17,-,85,-68,0,1,0,0
20,*,60,1200,0,0,1,0
8,/,94,0.085106383,0,0,0,1
75,+,7,82,1,0,0,0
60,-,22,38,0,1,0,0
9,*,63,567,0,0,1,0
55,/,47,1.170212766,0,0,0,1
90,+,27,117,1,0,0,0
87,-,73,14,0,1,0,0
72,*,76,5472,0,0,1,0
95,/,73,1.301369863,0,0,0,1
77,+,77,154,1,0,0,0
52,-,57,-5,0,1,0,0
34,*,90,3060,0,0,1,0
7,/,93,0.075268817,0,0,0,1
70,+,55,125,1,0,0,0
77,-,51,26,0,1,0,0
13,*,28,364,0,0,1,0
32,/,71,0.450704225,0,0,0,1
97,+,73,170,1,0,0,0
43,-,60,-17,0,1,0,0
26,*,13,338,0,0,1,0
24,/,34,0.705882353,0,0,0,1
75,+,22,97,1,0,0,0
13,-,15,-2,0,1,0,0
42,*,100,4200,0,0,1,0
4,/,74,0.054054054,0,0,0,1
43,+,21,64,1,0,0,0
22,-,82,-60,0,1,0,0
92,*,41,3772,0,0,1,0
23,/,4,5.75,0,0,0,1
37,+,50,87,1,0,0,0
64,-,56,8,0,1,0,0
91,*,4,364,0,0,1,0
90,/,33,2.727272727,0,0,0,1
87,+,19,106,1,0,0,0
12,-,77,-65,0,1,0,0
32,*,20,640,0,0,1,0
73,/,85,0.858823529,0,0,0,1
37,+,6,43,1,0,0,0
52,-,18,34,0,1,0,0
11,*,5,55,0,0,1,0
90,/,69,1.304347826,0,0,0,1
11,+,36,47,1,0,0,0
91,-,20,71,0,1,0,0
7,*,16,112,0,0,1,0
79,/,13,6.076923077,0,0,0,1
63,+,99,162,1,0,0,0
60,-,74,-14,0,1,0,0
79,*,17,1343,0,0,1,0
94,/,28,3.357142857,0,0,0,1
13,+,13,26,1,0,0,0
84,-,40,44,0,1,0,0
89,*,50,4450,0,0,1,0
65,/,87,0.747126437,0,0,0,1
13,+,96,109,1,0,0,0
31,-,30,1,0,1,0,0
8,*,9,72,0,0,1,0
61,/,52,1.173076923,0,0,0,1
78,+,5,83,1,0,0,0
44,-,94,-50,0,1,0,0
18,*,99,1782,0,0,1,0
68,/,55,1.236363636,0,0,0,1
36,+,25,61,1,0,0,0
32,-,2,30,0,1,0,0
51,*,51,2601,0,0,1,0
43,/,1,43,0,0,0,1
48,+,77,125,1,0,0,0
47,-,57,-10,0,1,0,0
70,*,16,1120,0,0,1,0
85,/,39,2.179487179,0,0,0,1
62,+,31,93,1,0,0,0
21,-,84,-63,0,1,0,0
45,*,62,2790,0,0,1,0
44,/,84,0.523809524,0,0,0,1
33,+,14,47,1,0,0,0
22,-,100,-78,0,1,0,0
40,*,56,2240,0,0,1,0
74,/,51,1.450980392,0,0,0,1
60,+,5,65,1,0,0,0
19,-,38,-19,0,1,0,0
33,*,22,726,0,0,1,0
14,/,18,0.777777778,0,0,0,1
33,+,7,40,1,0,0,0
28,-,65,-37,0,1,0,0
92,*,75,6900,0,0,1,0
9,/,19,0.473684211,0,0,0,1
22,+,45,67,1,0,0,0
21,-,60,-39,0,1,0,0
19,*,68,1292,0,0,1,0
28,/,31,0.903225806,0,0,0,1
5,+,82,87,1,0,0,0
37,-,1,36,0,1,0,0
49,*,58,2842,0,0,1,0
47,/,80,0.5875,0,0,0,1
40,+,38,78,1,0,0,0
93,-,76,17,0,1,0,0
46,*,65,2990,0,0,1,0
60,/,53,1.132075472,0,0,0,1
83,+,95,178,1,0,0,0
78,-,81,-3,0,1,0,0
43,*,69,2967,0,0,1,0
58,/,70,0.828571429,0,0,0,1
27,+,49,76,1,0,0,0
44,-,59,-15,0,1,0,0
32,*,48,1536,0,0,1,0
31,/,1,31,0,0,0,1
80,+,64,144,1,0,0,0
84,-,96,-12,0,1,0,0
44,*,40,1760,0,0,1,0
91,/,25,3.64,0,0,0,1
99,+,21,120,1,0,0,0
83,-,0,83,0,1,0,0
19,*,34,646,0,0,1,0
2,/,67,0.029850746,0,0,0,1
63,+,36,99,1,0,0,0
98,-,66,32,0,1,0,0
97,*,53,5141,0,0,1,0
87,/,20,4.35,0,0,0,1
76,+,73,149,1,0,0,0
24,-,12,12,0,1,0,0
86,*,25,2150,0,0,1,0
34,/,17,2,0,0,0,1
67,+,25,92,1,0,0,0
57,-,58,-1,0,1,0,0
44,*,78,3432,0,0,1,0
0,/,37,0,0,0,0,1
84,+,84,168,1,0,0,0
36,-,33,3,0,1,0,0
5,*,56,280,0,0,1,0
10,/,82,0.12195122,0,0,0,1
95,+,59,154,1,0,0,0
83,-,8,75,0,1,0,0
76,*,7,532,0,0,1,0
24,/,63,0.380952381,0,0,0,1
77,+,94,171,1,0,0,0
79,-,83,-4,0,1,0,0
4,*,37,148,0,0,1,0
6,/,64,0.09375,0,0,0,1
2,+,61,63,1,0,0,0
51,-,29,22,0,1,0,0
79,*,57,4503,0,0,1,0
3,/,62,0.048387097,0,0,0,1
48,+,98,146,1,0,0,0
96,-,79,17,0,1,0,0
9,*,99,891,0,0,1,0
8,/,2,4,0,0,0,1
4,+,88,92,1,0,0,0
93,-,21,72,0,1,0,0
45,*,42,1890,0,0,1,0
92,/,58,1.586206897,0,0,0,1
15,+,37,52,1,0,0,0
38,-,5,33,0,1,0,0
59,*,1,59,0,0,1,0
94,/,26,3.615384615,0,0,0,1
68,+,58,126,1,0,0,0
92,-,6,86,0,1,0,0
46,*,91,4186,0,0,1,0
84,/,21,4,0,0,0,1
75,+,94,169,1,0,0,0
96,-,52,44,0,1,0,0
66,*,82,5412,0,0,1,0
56,/,40,1.4,0,0,0,1
55,+,40,95,1,0,0,0
87,-,28,59,0,1,0,0
